flaeche_km2,pop_insgesamt,pop_maennlich,pop_weiblich,pop_density,stadt_name,latitude,longitude
71.1,30136,14994,15142,424,Bretten,49.0366265,8.7068077
108.98,30070,15051,15019,276,Merzig,49.4427023,6.6374902
218.52,29988,14953,15035,137,Meschede,51.3436532,8.2859257
76.14,29868,14413,15455,392,Werne,51.66268,7.6355052
102.77,29783,14874,14909,290,Oelde,51.8260823,8.1453352
57.9,29739,14842,14897,514,Landsberg am Lech,48.0497474,10.8768728
14.93,29661,14991,14670,1987,Unterschleißheim,48.2730686,11.5702716
47.09,29586,14282,15304,628,Waltrop,51.6237456,7.400959
71.09,29582,14341,15241,416,Güstrow,53.793587,12.1764906
20.67,29452,14709,14743,1425,Mühlheim am Main,50.1080582,8.8467138
109.99,29441,14564,14877,268,Ludwigsfelde,52.3016096,13.2610163
28.05,29436,14494,14942,1049,Winnenden,48.8754571,9.3978478
73.4,29387,14608,14779,400,Vaihingen an der Enz,48.9321398,8.9568316
145.85,29337,14326,15011,201,Northeim,51.7643823,9.8583289
44.34,29331,14479,14852,662,Tönisvorst,51.3167,6.45
75.83,29261,14813,14448,386,Geislingen an der Steige,48.6218033,9.8372796
160.13,29258,14202,15056,183,Springe,52.2099318,9.5581577
73.18,29214,14348,14866,399,Bühl,48.6945066,8.134423
38.8,29206,14279,14927,753,Rösrath,50.8963758,7.1825445
91.58,29158,14264,14894,318,Idar-Oberstein,49.7107134,7.3136563
58.91,29127,14011,15116,494,Riesa,51.3038241,13.308828
145.56,29121,14174,14947,200,Saalfeld/Saale,50.6479143,11.3610041
30.73,29106,14224,14882,947,Kelkheim (Taunus),50.1344038,8.4531845
30.92,29051,13924,15127,940,Meißen,51.1630871,13.4704939
33.78,29035,14071,14964,860,Emmendingen,48.1206565,7.850993
136.48,28900,14371,14529,212,Mechernich,50.5909999,6.6525479
29.99,28835,14082,14753,961,Rödermark,49.9798913,8.8088274
158.16,28749,14231,14518,182,Höxter,51.7938902,9.348855
15.8,28720,14326,14394,1818,Hattersheim am Main,50.056,8.4819
20.5,28711,13832,14879,1401,Schwelm,51.2841166,7.2924712
31.27,28579,14061,14518,914,Reinbek,53.5098898,10.2511001
100.64,28466,14076,14390,283,Kevelaer,51.5802996,6.2456273
71.7,28453,13777,14676,397,Verden (Aller),52.9410675,9.2354716
83.16,28399,14233,14166,341,Geilenkirchen,50.963605,6.1199802
18.48,28377,13963,14414,1536,Königsbrunn,48.2679546,10.8883816
87.74,28345,13706,14639,323,Zeitz,51.0491637,12.1349991
38.27,28298,13614,14684,739,Baunatal,51.2550775,9.4119007
218.23,28269,13895,14374,130,Grimma,51.2383379,12.7287511
104.99,28264,14262,14002,269,Arnstadt,50.8349097,10.9461479
21.55,28210,14085,14125,1309,Griesheim,49.8615899,8.5762043
37.26,28202,13527,14675,757,Leichlingen (Rheinland),51.1087572,7.0115768
43.5,28110,13583,14527,646,Neukirchen-Vluyn,51.4413742,6.5467641
29.92,28052,13687,14365,938,Olching,48.2077801,11.3278779
27.84,28005,13563,14442,1006,Baesweiler,50.9074568,6.1826282
91.11,27949,14053,13896,307,Lohne (Oldenburg),52.665257,8.2363523
21.59,27880,13740,14140,1291,Teltow,52.3805562,13.2685278
193.27,27783,13918,13865,144,Sundern (Sauerland),51.329832,8.0072645
67.94,27780,13383,14397,409,Strausberg,52.5588942,13.9042481
63.38,27647,13317,14330,436,Bad Neuenahr-Ahrweiler,50.5444551,7.1186671
52.12,27610,13758,13852,530,Heppenheim (Bergstraße),49.64999,8.66768
101.35,27608,13454,14154,272,Wangen im Allgäu,47.6856552,9.8342247
106.6,27528,13904,13624,258,Butzbach,50.4261402,8.6539728
67.52,27520,13592,13928,408,Schloß Holte-Stukenbrock,51.9017108,8.6353438
178.33,27504,13895,13609,154,Ehingen (Donau),48.2828519,9.7262175
68.88,27489,13409,14080,399,Overath,50.9320015,7.2839042
31.55,27450,13567,13883,870,Wetter (Ruhr),51.3879463,7.3951553
164.53,27450,13691,13759,167,Hamminkeln,51.7306922,6.590865
84.34,27305,13210,14095,324,Wegberg,51.1423588,6.2776865
20.64,27286,13458,13828,1322,Leimen,49.3491417,8.6909951
31.71,27245,13399,13846,859,Weinstadt,48.8085568,9.3774813
69.72,27238,13693,13545,391,Rheinbach,50.6256808,6.9491436
92.63,27143,13431,13712,293,Pfaffenhofen a.d.Ilm,48.5296743,11.5084954
48.56,27131,13242,13889,559,Hohen Neuendorf,52.6732755,13.2807255
30.24,27120,13496,13624,897,Wiesloch,49.2942599,8.698707
117.12,26970,13228,13742,230,Werder (Havel),52.3715809,12.9329125
60.41,26767,13299,13468,443,Selm,51.7005549,7.468614
65.24,26664,13262,13402,409,Achern,48.6300161,8.0735581
54.32,26664,13302,13362,491,Mühlacker,48.9487272,8.8492931
31.48,26623,13004,13619,846,Hennigsdorf,52.6375777,13.2057511
54.47,26614,13264,13350,489,Groß-Gerau,49.914,8.4657
27.52,26590,12934,13656,966,Heiligenhaus,51.32658,6.9710401
22.82,26589,13270,13319,1165,Remseck am Neckar,48.8727053,9.2735947
24.94,26523,13195,13328,1063,Neckarsulm,49.191133,9.2248391
156.83,26416,12722,13694,168,Aschersleben,51.7559549,11.462134
59.86,26413,12944,13469,441,Lauf a.d.Pegnitz,49.5118126,11.2813381
87.77,26410,13210,13200,301,Nordenham,53.4973636,8.4820227
37.68,26339,13024,13315,699,Bingen am Rhein,49.9675456,7.8944
34.4,26291,13396,12895,764,Weiterstadt,49.9178,8.5924
28.79,26257,12766,13491,912,Zirndorf,49.445762,10.9560462
65.04,26161,12819,13342,402,Lübbecke,52.3027209,8.6183054
33.06,26155,12633,13522,791,Lindau (Bodensee),47.550753,9.6926624
100.59,26126,13156,12970,260,Harsewinkel,51.9617153,8.2252425
92.77,26052,12654,13398,281,Kulmbach,50.1008448,11.4479149
48.14,26025,12499,13526,541,Bad Honnef,50.6448582,7.2272534
30.13,25937,12728,13209,861,Friedrichsdorf,50.2620906,8.6248898
24.3,25904,12622,13282,1066,Schleswig,54.51851,9.5653284
24.6,25863,12857,13006,1051,Geretsried,47.8646925,11.479351
79.76,25709,12326,13383,322,Idstein,50.2212764,8.269554
119.76,25695,13004,12691,215,Horb am Neckar,48.4447943,8.6914794
71.37,25691,12954,12737,360,Verl,51.8830037,8.5093149
66.74,25633,12510,13123,384,Helmstedt,52.2089226,11.0028882
109.02,25626,12544,13082,235,Rinteln,52.1873798,9.0804584
229.16,25624,12749,12875,112,Brilon,51.3955721,8.5677743
67.79,25591,12682,12909,378,Öhringen,49.2005034,9.5024397
71.76,25548,12642,12906,356,Rottweil,48.1678244,8.626979
13.62,25531,12570,12961,1875,Obertshausen,50.0731304,8.8732839
12.16,25521,12386,13135,2099,Weingarten,47.8075299,9.6431145
113.54,25503,12487,13016,225,St. Wendel,49.466972,7.1653135
96.33,25405,12374,13031,264,Roth,49.1952934,11.0566523
127.38,25372,12892,12480,199,Ellwangen (Jagst),48.9615975,10.131975
53.26,25356,12357,12999,476,Wiehl,50.9478489,7.5530059
85.92,25341,12489,12852,295,Delitzsch,51.5255661,12.342857
30.38,25318,12564,12754,833,Ditzingen,48.8263983,9.0658446
45.68,25311,12534,12777,554,Stutensee,49.0895249,8.4856806
140.54,25306,12572,12734,180,Lüdinghausen,51.7717757,7.444639
208.46,25300,12257,13043,121,Sangerhausen,51.4729797,11.2981851
42.54,25299,12522,12777,595,Pfungstadt,49.7943,8.5877
84.21,25294,12336,12958,300,Espelkamp,52.3778041,8.6157377
109.8,25283,12536,12747,230,Salzkotten,51.6717596,8.6068636
135.59,25275,12650,12625,186,Lennestadt,51.1245718,8.0568953
211.94,25226,12625,12601,119,Petershagen,52.3756616,8.9668368
106.33,25210,12342,12868,237,Norden,53.5942039,7.2067435
77.96,25114,12405,12709,322,Waldshut-Tiengen,47.6281754,8.2408579
52.59,25104,12275,12829,477,Bad Oldesloe,53.8096562,10.3733692
34.84,25031,12125,12906,718,Meckenheim,50.6256627,7.0215612
77.85,24974,12102,12872,321,Köthen (Anhalt),51.751033,11.973698
303.1,24970,12604,12366,82,Schmallenberg,51.1525937,8.2836014
85.88,24961,12375,12586,291,Olpe,51.029482,7.8435278
47.94,24956,12094,12862,521,Sprockhövel,51.3666572,7.2485905
128.11,24956,12269,12687,195,Syke,52.9131332,8.8198737
113.1,24918,12106,12812,220,Rathenow,52.6063703,12.3382259
105.64,24867,12273,12594,235,Meiningen,50.56761,10.4153029
96.75,24788,12353,12435,256,Plettenberg,51.2136798,7.8745627
135.17,24767,12047,12720,183,Rudolstadt,50.7206063,11.3401985
129.96,24752,12156,12596,190,Bad Mergentheim,49.490532,9.7730692
208.79,24719,12493,12226,118,Haren (Ems),52.7905619,7.2400267
66.75,24710,12238,12472,370,Zittau,50.8960964,14.8064807
47.62,24674,12302,12372,518,Herzogenaurach,49.5710376,10.8815262
80.42,24645,12171,12474,306,Bedburg,50.9972161,6.5767648
21.56,24604,12241,12363,1141,Waldkraiburg,48.2061851,12.4021839
37.82,24505,12125,12380,648,Ronnenberg,52.3166623,9.6532075
31.47,24488,11697,12791,778,Markkleeberg,51.2785751,12.3718819
73.73,24464,12335,12129,332,Riedstadt,49.8425212,8.4829447
158.05,24464,12229,12235,155,Warstein,51.4458105,8.3536824
97.92,24452,12254,12198,250,Attendorn,51.1250541,7.9010992
59.88,24448,12360,12088,408,Calw,48.7142691,8.7397624
63.47,24447,11974,12473,385,Eisenhüttenstadt,52.1448863,14.6294413
26.09,24354,12236,12118,933,Übach-Palenberg,50.9213799,6.1128698
87.54,24337,11892,12445,278,Freudenstadt,48.4637727,8.4111727
113.75,24335,11834,12501,214,Varel,53.395777,8.1372149
103.58,24167,12148,12019,233,Sehnde,52.3144002,9.9647193
71.77,24141,11899,12242,336,Jüchen,51.1017138,6.5036893
124.11,24089,11782,12307,194,Korbach,51.2559045,8.8426963
179.55,23984,11691,12293,134,Westerstede,53.2575197,7.9273367
147.18,23963,11635,12328,163,Staßfurt,51.8514515,11.5929455
61.85,23940,11255,12685,387,Starnberg,47.9986851,11.3410791
50.21,23923,11762,12161,476,Limbach-Oberfrohna,50.8608138,12.7545462
45.15,23841,11605,12236,528,Gelnhausen,50.2043672,9.1997516
25.8,23814,11391,12423,923,Husum,54.4854137,9.0537941
91.75,23728,11700,12028,259,Döbeln,51.1167001,13.1166999
62.16,23647,11875,11772,380,Mosbach,49.3521085,9.1460205
174.97,23588,11868,11720,135,Leutkirch im Allgäu,47.8266137,10.0228027
83.76,23533,11705,11828,281,Dillenburg,50.75211,8.31573
34.01,23492,11664,11828,691,Gersthofen,48.4248151,10.8778564
23.11,23478,11420,12058,1016,Kaltenkirchen,53.8371714,9.9614889
84.69,23435,11398,12037,277,Sonneberg,50.3575412,11.1691714
137.39,23430,11635,11795,171,Netphen,50.9125904,8.1026183
121.17,23418,11516,11902,193,Hann. Münden,51.4161908,9.6550096
306.15,23394,11626,11768,76,Salzwedel,52.8528456,11.1539699
55.5,23378,11323,12055,421,Weilheim i.OB,47.8427947,11.1520087
46.99,23377,11594,11783,497,Kitzingen,49.7380667,10.1601218
168.84,23336,11453,11883,138,Warburg,51.4886533,9.1488385
63.1,23321,11588,11733,370,Nagold,48.5512399,8.7234942
138.59,23319,11630,11689,168,Wertheim,49.7599825,9.5166598
127.56,23282,11184,12098,183,Senftenberg/Zły Komorow,51.5191742,14.0046541
120.79,23277,11042,12235,193,Quedlinburg,51.7855428,11.1519933
135.83,23265,11880,11385,171,Vreden,52.035862,6.8236481
43.94,23253,11583,11670,529,Karben,50.2313417,8.7717673
25.22,23251,11159,12092,922,Neusäß,48.3928722,10.8354535
69.92,23245,10882,12363,332,Bad Kissingen,50.1985698,10.0746833
58.64,23240,10883,12357,396,Überlingen,47.7664456,9.1605106
247.5,23234,11630,11604,94,Friesoythe,53.0206088,7.8592307
12.5,23174,11135,12039,1854,Bad Soden am Taunus,50.1517006,8.4899671
25.21,23143,11290,11853,918,Senden,48.3251884,10.0471189
152.02,23133,11320,11813,152,Bad Salzungen,50.812318,10.2320784
90.79,23067,11481,11586,254,Lengerich,52.1887731,7.8508691
61.79,23044,11570,11474,373,Laupheim,48.230514,9.8771587
60.27,22924,11124,11800,380,Stadthagen,52.3289688,9.2053496
46.26,22896,11244,11652,495,Apolda,51.0227878,11.5129742
99.06,22789,11185,11604,230,Rotenburg (Wümme),53.1108906,9.4049292
165.55,22738,11504,11234,137,Burg,49.9600346,6.3512069
22.39,22665,10768,11897,1012,Herdecke,51.4001119,7.4330062
144.74,22609,11128,11481,156,Eisleben,51.5283282,11.5465911
122.88,22607,11336,11271,184,Büdingen,50.2972353,9.0990829
73.56,22586,11223,11363,307,Bad Rappenau,49.2393031,9.101268
12.13,22551,11295,11256,1859,Eschborn,50.1504737,8.5607767
34.55,22530,11150,11380,652,Metzingen,48.5397247,9.2831201
31.97,22467,10915,11552,703,Heide,54.1948848,9.0928251
43.16,22339,10864,11475,518,Quickborn,54.0111091,9.2114907
104.69,22312,11121,11191,213,Donaueschingen,47.9534194,8.4959257
48.47,22266,10808,11458,459,Waldkirch,48.0939396,7.9610142
88.58,22252,11130,11122,251,Eppingen,49.1369473,8.90956
85.57,22242,11155,11087,260,Versmold,52.0416747,8.1493878
92.83,22222,10804,11418,239,Aichach,48.4591478,11.1309953
69.7,22198,10952,11246,318,Halle (Westf.),52.0603847,8.3615861
53.86,22159,10785,11374,411,Radevormwald,51.2029228,7.3571392
203.77,22040,10791,11249,108,Soltau,52.9844301,9.8399034
46.55,22035,10514,11521,473,Sonthofen,47.5135363,10.281931
66.17,21993,10844,11149,332,Elsdorf,50.9371308,6.5698302
35.69,21971,10828,11143,616,Bad Krozingen,47.9118288,7.7033313
636.27,21926,10918,11008,34,Gardelegen,52.5269433,11.3927377
16.41,21894,10863,11031,1334,Eislingen/Fils,48.6986798,9.7065009
55.4,21865,10880,10985,395,Günzburg,48.4555244,10.2766213
29.42,21860,10868,10992,743,Mühldorf a.Inn,48.2405007,12.5250991
51.62,21807,10651,11156,422,Glauchau,50.8199031,12.5397873
72.43,21776,10646,11130,301,Xanten,51.661519,6.4543203
42.84,21766,10888,10878,508,Waghäusel,49.2485721,8.516277
30.85,21752,10457,11295,705,Seligenstadt,50.0347055,8.9593719
22.99,21751,10652,11099,946,Flörsheim am Main,50.0296,8.4265
97.89,21749,10825,10924,222,Geseke,51.6395322,8.512578
78.24,21733,10820,10913,278,Stadtallendorf,50.8251982,9.0292315
180.38,21643,11253,10390,120,Zossen,52.2159073,13.4488958
34.84,21631,10694,10937,621,Hockenheim,49.3188892,8.5475467
21.58,21620,10256,11364,1002,Eckernförde,54.4716456,9.8374947
21.5,21609,10539,11070,1005,Schwetzingen,49.3832919,8.5735135
48.57,21551,10444,11107,444,Traunstein,47.8695272,12.6484621
170.99,21524,11108,10416,126,Büren,51.5525333,8.5591919
65.52,21503,9998,11505,328,Bad Harzburg,51.8797558,10.5875671
202.32,21497,10388,11109,106,Spremberg/Grodk,51.5714513,14.3804302
470.91,21483,10571,10912,46,Zerbst/Anhalt,51.9640339,12.085502
109.86,21452,10720,10732,195,Rees,51.7581242,6.3956605
89.7,21424,10587,10837,239,Wildeshausen,52.897103,8.4364342
12.24,21410,10425,10985,1749,Puchheim,48.1704908,11.3526351
102.54,21382,10535,10847,209,Osterode am Harz,51.72784,10.2508204
101.01,21375,10578,10797,212,Zülpich,50.6922459,6.6472694
21.68,21295,10718,10577,982,Germersheim,49.2222749,8.36659
80.7,21231,10642,10589,263,Schramberg,48.225478,8.3852168
159.46,21217,9928,11289,133,Waren (Müritz),53.5156249,12.6850606
201.21,21183,10452,10731,105,Sondershausen,51.3666041,10.8668419
63.76,21142,10452,10690,332,Herborn,49.7674455,7.2952179
118.3,21059,10494,10565,178,Wipperfürth,51.1155182,7.3879068
68.09,21053,10483,10570,309,Nördlingen,48.8516578,10.4885873
107.54,21049,10599,10450,196,Hörstel,52.2973664,7.5862462
45.06,21021,10433,10588,467,Traunreut,47.9623271,12.5924162
86.84,21018,10380,10638,242,Groß-Umstadt,49.86477,8.95669
32.27,21009,10145,10864,651,Wülfrath,51.2818569,7.0328063
46.61,21000,10258,10742,451,Luckenwalde,52.0902045,13.1741882
50.03,20979,10203,10776,419,Mössingen,48.4069119,9.0602912
68.79,20932,10196,10736,304,Schortens,53.5366547,7.9467348
44.0,20927,10978,9949,476,Dingolfing,48.6300801,12.4977434
29.88,20894,10202,10692,699,Bruchköbel,50.1845,8.9369
210.16,20835,10236,10599,99,Wittmund,53.5364786,7.7462334
65.62,20793,10344,10449,317,Werdau,50.7361377,12.3763847
79.25,20791,10455,10336,262,Stadtlohn,51.9928346,6.9173072
108.55,20786,10203,10583,191,Bad Waldsee,47.9209556,9.7542772
41.24,20724,10239,10485,503,Enger,52.1394015,8.5588818
32.31,20695,10065,10630,641,Rheinstetten,48.968549,8.3097117
28.06,20682,10291,10391,737,Schifferstadt,49.3858742,8.3705675
115.69,20653,10235,10418,179,Meinerzhagen,51.1063495,7.6408956
46.73,20652,10186,10466,442,Nidderau,50.2290263,8.8762327
25.88,20561,9839,10722,794,Coswig,51.1267305,13.5783983
152.85,20481,9746,10735,134,Burgwedel,52.5,9.86667
56.23,20450,10058,10392,364,Fröndenberg/Ruhr,51.4739253,7.765505
122.16,20403,10083,10320,167,Lichtenfels,50.14568,11.06382
20.71,20394,10195,10199,985,Korntal-Münchingen,48.8432607,9.1068611
105.63,20392,10398,9994,193,Ochtrup,52.2102308,7.188806
139.89,20385,9771,10614,146,Neustrelitz,53.3617163,13.0630004
44.07,20358,10177,10181,462,Giengen an der Brenz,48.6208515,10.2442196
95.64,20320,9972,10348,212,Duderstadt,51.5123672,10.2610699
90.9,20301,9879,10422,223,Telgte,51.983522,7.784859
34.47,20273,9737,10536,588,Reichenbach im Vogtland,50.6221096,12.3319985
71.25,20262,10091,10171,284,Tettnang,47.6716558,9.5891158
67.93,20238,9816,10422,298,Schopfheim,47.6500525,7.8216997
69.1,20237,10053,10184,293,Oberkirch,48.5308586,8.078657
84.86,20220,9803,10417,238,Greiz,50.7783814,12.0763533
88.23,20217,10052,10165,229,Holzminden,51.8989989,9.5741099
108.21,20202,9947,10255,187,Blieskastel,49.2370918,7.2599036
18.39,20169,9364,10805,1097,Bad Schwartau,53.9196435,10.6978692
77.04,20108,10018,10090,261,Donauwörth,48.7180364,10.7807299
63.32,20081,9771,10310,317,Waldbröl,50.8751813,7.6159479
75.59,20070,9917,10153,266,Dillingen a.d.Donau,48.577185,10.4943532
115.79,20053,9955,10098,173,Leinefelde-Worbis,51.4149256,10.3194472
43.85,20027,10113,9914,457,Moosburg a.d.Isar,48.4667,11.9333
62.45,20013,9715,10298,320,Borna,51.1241649,12.4999055
105.38,19984,10298,9686,190,Schmalkalden,50.7213643,10.4510467
24.71,19964,10239,9725,808,Bad Friedrichshall,49.2280136,9.2101479
22.05,19941,9753,10188,904,Dillingen/ Saar,49.3552721,6.7243197
43.0,19896,9813,10083,463,Sarstedt,52.2340379,9.8534254
189.88,19885,9948,9937,105,Oschersleben (Bode),52.0266526,11.227781
58.19,19882,9923,9959,342,Mayen,50.3283544,7.2215134
78.9,19837,9956,9881,251,Rhede,53.0583171,7.2734909
9.99,19817,9639,10178,1984,Schenefeld,54.0484989,9.4703368
125.56,19812,9893,9919,158,Ennigerloh,51.8359553,8.0255988
17.01,19774,9714,10060,1162,Gerlingen,48.7983947,9.0624386
57.91,19756,9574,10182,341,Müllheim im Markgräflerland,47.8099613,7.6257276
68.9,19754,9539,10215,287,Bückeburg,52.2611037,9.0488959
41.4,19745,9523,10222,477,Bad Aibling,47.8640504,12.0097685
49.64,19718,9962,9756,397,Wittlich,49.9850353,6.88844
182.22,19704,10152,9552,108,Marsberg,51.4602168,8.8552071
36.43,19698,9426,10272,541,Aue-Bad Schlema,50.6039112,12.683981
102.82,19683,9669,10014,191,Torgau,51.5581272,13.0046538
106.73,19596,9770,9826,184,Haiger,50.7752801,8.2129059
61.99,19596,9384,10212,316,Bad Pyrmont,51.9850503,9.2434635
25.05,19566,9293,10273,781,Mölln,53.62892,10.6880174
268.15,19563,9768,9795,73,Nauen,52.6061065,12.8772599
53.12,19548,9709,9839,368,Sulzbach-Rosenberg,49.4992468,11.7470259
42.43,19541,9629,9912,461,Wassenberg,51.1007618,6.1561074
35.22,19530,9737,9793,555,Alzey,49.7454561,8.1130036
9.13,19499,9465,10034,2136,Wolfratshausen,47.9104632,11.4266377
115.3,19496,9679,9817,169,Bad Driburg,51.7366427,9.0175012
19.81,19494,9601,9893,984,Burghausen,48.1588645,12.8329419
57.92,19480,9645,9835,336,Sachsenheim,48.9654062,9.0583956
66.41,19475,9618,9857,293,Hechingen,48.3525529,8.9642047
28.15,19470,9415,10055,692,Annaberg-Buchholz,50.5788781,13.0106108
63.26,19435,9294,10141,307,Eschwege,51.1733518,10.0680632
19.03,19426,9649,9777,1021,Heusenstamm,50.0537652,8.8236013
19.83,19414,9410,10004,979,Kolbermoor,47.8556623,12.0595795
30.8,19360,9411,9949,629,Bad Tölz,47.7610013,11.559607
43.17,19340,9560,9780,448,Weil der Stadt,48.7501041,8.8707147
81.47,19234,9918,9316,236,Schkeuditz,51.3963509,12.2216292
30.14,19221,9377,9844,638,Pfullingen,48.4656748,9.2254982
157.13,19188,9502,9686,122,Haldensleben,52.2911243,11.4132719
102.33,19185,9313,9872,187,Seesen,51.8905566,10.1703902
234.92,19169,9273,9896,82,Schneverdingen,53.1165973,9.7925898
64.21,19108,9886,9222,298,Lebach,49.4132377,6.9091348
41.92,19087,9229,9858,455,Bad Reichenhall,47.7222676,12.8760923
87.56,19052,9381,9671,218,Sömmerda,51.1618258,11.1174874
149.21,19034,9166,9868,128,Blankenburg (Harz),51.7902676,10.9551991
95.15,19033,9651,9382,200,Marktoberdorf,47.7780871,10.6188796
150.42,19023,9534,9489,126,Bremervörde,53.4850249,9.1362085
142.97,19022,9191,9831,133,Prenzlau,53.3167,13.866575
27.33,19005,9310,9695,695,Burscheid,51.0824722,7.1212314
97.58,18931,9331,9600,194,Weißenburg i.Bay.,49.0305748,10.9718974
18.87,18891,9365,9526,1001,Bad Segeberg,53.9422672,10.3137943
31.73,18885,9147,9738,595,Hemmingen,52.3212183,9.7454815
275.52,18833,9523,9310,68,Bad Berleburg,51.0478493,8.3917759
29.83,18824,9207,9617,631,Radeberg,51.1151413,13.9175257
102.55,18821,8885,9936,184,Bad Dürkheim,49.4632944,8.1705063
19.47,18810,9255,9555,966,Hochheim am Main,50.0277,8.3587
59.3,18787,9202,9585,317,Alzenau,50.085868,9.0813749
11.43,18776,9232,9544,1643,Uetersen,53.6851608,9.669827
72.88,18679,9211,9468,256,Alfeld (Leine),51.9863077,9.8247473
84.79,18661,9443,9218,220,Schwalmstadt,50.9128419,9.1882126
11.21,18656,9152,9504,1664,Glinde,53.5411468,10.213583
31.15,18655,9210,9445,599,Renningen,48.7648163,8.9347008
13.97,18622,8903,9719,1333,Vellmar,51.3622487,9.4692331
37.89,18621,9044,9577,491,Bergneustadt,51.0207425,7.6490729
36.39,18578,9214,9364,511,Illertissen,48.221764,10.1058969
18.58,18569,8820,9749,999,Kronberg im Taunus,50.1907415,8.5182779
120.32,18556,9071,9485,154,Hessisch Oldendorf,52.1698382,9.2506531
44.57,18539,9125,9414,416,Konz,49.6984949,6.5736454
37.62,18536,8982,9554,493,Lahnstein,50.3090305,7.6044602
61.14,18479,8993,9486,302,Crimmitschau,50.8162378,12.3867217
131.62,18405,9085,9320,140,Wörth am Rhein,49.0543232,8.2667399
76.93,18403,9265,9138,239,Vlotho,52.1664861,8.8619172
124.81,18270,8826,9444,146,Parchim,53.4258455,11.8475244
23.95,18243,8785,9458,762,Püttlingen,49.287307,6.8827786
138.93,18203,8923,9280,131,Buchen (Odenwald),49.5222974,9.3243187
75.26,18199,9099,9100,242,Schrobenhausen,48.5613407,11.2654488
38.0,18199,8930,9269,479,Pohlheim,50.5165524,8.7345921
124.86,18138,9131,9007,145,Frankenberg (Eder),51.0771933,8.7908312
92.84,18127,9206,8921,195,Sigmaringen,48.0855844,9.2178879
130.36,18077,8868,9209,139,Großenhain,51.2911845,13.5317153
86.29,18061,8995,9066,209,Vilshofen an der Donau,48.633762,13.1868461
14.81,18036,8780,9256,1218,Freilassing,47.8409723,12.9823914
50.26,18022,8920,9102,359,Bobingen,48.2687941,10.8337852
12.09,17807,8591,9216,1473,Oberasbach,49.4303112,10.967555
118.33,17768,8953,8815,150,Nidda,50.1254749,8.6154664
33.38,17762,8788,8974,532,Werdohl,51.257732,7.7642148
24.2,17744,8953,8791,733,Trossingen,48.07506,8.6362987
54.6,17738,8846,8892,325,Freudenberg,49.7486131,9.3261061
97.34,17724,8770,8954,182,Bad Saulgau,48.0158071,9.5010309
110.69,17721,8600,9121,160,Forst (Lausitz)/Baršć (Łužyca),51.7438586,14.6455395
104.39,17686,8807,8879,169,Damme,52.5212651,8.1957974
57.79,17683,8556,9127,306,Bad Wörishofen,48.0059852,10.5921263
31.09,17663,8675,8988,568,Bexbach,49.347299,7.2548948
25.35,17637,8443,9194,696,Bad Säckingen,47.5525538,7.9495387
104.7,17608,8627,8981,168,Diepholz,52.7478987,8.7615261
80.69,17593,8840,8753,218,Cham,49.2178194,12.6663832
66.85,17579,8744,8835,263,Babenhausen,48.143242,10.2540507
28.17,17577,9060,8517,624,Garching b.München,48.2513878,11.6509662
150.83,17568,8486,9082,116,Bad Münstereifel,50.5545674,6.7636511
55.52,17562,8464,9098,316,Auerbach/Vogtl.,50.5087816,12.400153
107.97,17511,8606,8905,162,Bad Münder am Deister,52.1952894,9.4633959
120.1,17473,8597,8876,145,Bad Wildungen,51.1029078,9.0940685
80.84,17467,8809,8658,216,Gescher,51.956874,7.0038803
47.55,17465,8775,8690,367,Bitburg,49.9732762,6.524947
69.73,17402,8571,8831,250,Stockach,47.8530941,9.0134524
41.1,17399,8492,8907,423,Sinzig,50.5452042,7.2490828
33.21,17387,8606,8781,524,Remagen,50.5792112,7.2286788
11.65,17370,8537,8833,1491,Schwarzenbek,53.503122,10.4785643
15.41,17365,8956,8409,1127,Kelsterbach,50.065151,8.5296632
129.37,17338,8444,8894,134,Bad Langensalza,51.1085823,10.6454374
90.15,17329,8459,8870,192,Horn-Bad Meinberg,51.8801277,8.9731695
41.38,17296,8169,9127,418,Eutin,54.1364642,10.6159077
32.69,17287,8417,8870,529,Oerlinghausen,51.9492295,8.673579
70.87,17260,8588,8672,244,Heilbad Heiligenstadt,51.3756186,10.138224
49.52,17254,8339,8915,348,Marktredwitz,50.0009915,12.0856433
82.72,17237,8340,8897,208,Gunzenhausen,49.1147095,10.7545933
24.12,17208,8521,8687,713,Bendorf,50.4238296,7.5732901
13.94,17143,8504,8639,1230,Ginsheim-Gustavsburg,49.9845346,8.3254964
119.75,17130,8722,8408,143,Hünfeld,50.65546,9.7764627
100.23,17094,8548,8546,171,Kelheim,48.91849,11.8722777
46.77,17040,8257,8783,364,Eltville am Rhein,50.0275441,8.1189741
50.63,16982,8285,8697,335,Wittenberge,52.9983723,11.7507204
34.46,16980,8417,8563,493,Bürstadt,49.6531823,8.4747076
66.98,16924,8330,8594,253,Kronach,50.2397846,11.3277669
25.73,16909,8284,8625,657,Penzberg,47.7518502,11.3763014
51.01,16884,8191,8693,331,Bad Lippspringe,51.7833,8.81667
98.3,16861,8366,8495,172,Kamenz / Kamjenc,51.270139,14.0948628
25.05,16831,8036,8795,672,Königstein im Taunus,50.195133,8.4628165
45.75,16795,8537,8258,367,Brackenheim,49.0784228,9.067437
168.85,16794,8372,8422,99,Bassum,52.8495881,8.728382
27.7,16729,8253,8476,604,Reinheim,49.8364879,8.8238238
137.94,16721,8216,8505,121,Thale,51.7527606,11.037722
